# Airport database: IATA|ICAO|LAT|LON|CITY|NAME
# Source: OurAirports (public domain), scheduled-service
# large+medium airports. Add your own as extra lines.
OND|FYOA|-17.8782|15.9526|Ondangwa|Ondangwa Airport
ONJ|RJSR|40.1919|140.371|Kitaakita|Odate Noshiro Airport
ONQ|LTAS|41.5064|32.0886|Zonguldak|Zonguldak Caycuma Airport
ONT|KONT|34.056|-117.601|Ontario|Ontario International Airport
ONX|MPEJ|9.3566|-79.8674|Colon|Enrique Adolfo Jimenez Airport
OOL|YBCG|-28.166|153.5066|Gold Coast|Gold Coast Airport
OOM|YCOM|-36.3004|148.9724|Cooma|Cooma Snowy Mountains Airport
OPF|KOPF|25.907|-80.2784|Miami|Miami-Opa Locka Executive Airport
OPO|LPPR|41.2481|-8.6814|Porto|Francisco de Sa Carneiro Airport
OPU|AYBM|-8.05|142.933|Balimo|Balimo Airport
ORB|ESOE|59.2237|15.038|Orebro|Orebro Airport
ORD|KORD|41.9786|-87.9048|Chicago|Chicago O'Hare International Airport
ORF|KORF|36.8953|-76.201|Norfolk|Norfolk International Airport
ORH|KORH|42.2673|-71.8757|Worcester|Worcester Regional Airport
ORK|EICK|51.8413|-8.4911|Cork|Cork International Airport
ORN|DAOO|35.6206|-0.6225|Es-Senia|Oran Es-Senia (Ahmed Ben Bella) International Airport
ORT|PAOR|62.9613|-141.929|Northway|Northway Airport
ORU|SLOR|-17.9562|-67.0758|Oruro|Juan Mendoza International Airport
ORY|LFPO|48.7295|2.359|Paris (Orly, Val-de-Marne)|Paris-Orly Airport
OSD|ESNZ|63.1935|14.5042|Ostersund|Are Ostersund Airport
OSI|LDOS|45.4624|18.8113|Osijek(Klisa)|Osijek Airport
OSL|ENGM|60.1939|11.1004|Oslo (Gardermoen)|Oslo-Gardermoen International Airport
OSR|LKMT|49.6963|18.1111|Mosnov|Leos Janacek Airport Ostrava
OSS|UCFO|40.609|72.7933|Osh|Osh International Airport
OST|EBOS|51.1998|2.8747|Oostende|Ostend-Bruges International Airport
OSW|UWOR|51.0725|58.5956|Orsk|Orsk Airport
OTH|KOTH|43.4171|-124.246|North Bend|Southwest Oregon Regional Airport
OTP|LROP|44.5718|26.1033|Otopeni|Bucharest Henri Coanda International Airport
OTZ|PAOT|66.8847|-162.599|Kotzebue|Ralph Wien Memorial Airport
OUA|DFFD|12.3532|-1.5124|Ouagadougou|Ouagadougou Thomas Sankara International Airport
OUD|GMFO|34.7896|-1.926|Ahl Angad|Oujda Angads Airport
OUL|EFOU|64.9301|25.3546|Oulu / Oulunsalo|Oulu Airport
OUZ|GQPZ|22.7573|-12.4822|Zouerate|Tazadit Airport
OVB|UNNT|55.0198|82.6187|Novosibirsk|Novosibirsk Tolmachevo Airport
OVD|LEAS|43.5636|-6.0346|Ranon|Asturias Airport
OVS|USHS|61.3266|63.6019|Sovetskiy|Sovetskiy Airport
OWB|KOWB|37.7401|-87.1668|Owensboro|Owensboro Daviess County Airport
OXB|GGOV|11.8943|-15.6536|Bissau|Osvaldo Vieira International Airport
OYE|FOGO|1.5431|11.5814|Oyem|Oyem Airport
OZC|RPMO|8.1785|123.842|Ozamiz|Labo Airport
OZG|GMAZ|30.2658|-5.8608|Zagora|Zagora Airport
OZZ|GMMZ|30.9391|-6.9094|Ouarzazate|Ouarzazate International Airport
PAB|VEBU|21.9884|82.111|Bilaspur|Bilaspur Airport
PAC|MPMG|8.9733|-79.5556|Albrook|Marcos A. Gelabert International Airport
PAD|EDLP|51.6125|8.6175|Buren|Paderborn Lippstadt Airport
PAE|KPAE|47.9063|-122.282|Everett|Seattle Paine Field International Airport
PAG|RPMP|7.8256|123.4596|Pagadian|Pagadian Airport
PAH|KPAH|37.0608|-88.7738|Paducah|Barkley Regional Airport
PAP|MTPP|18.58|-72.2926|Port-au-Prince|Toussaint Louverture International Airport
PAT|VEPT|25.5913|85.088|Patna|Jay Prakash Narayan Airport
PAV|SBUF|-9.4009|-38.2506|Paulo Afonso|Paulo Afonso Airport
PAZ|MMPA|20.6027|-97.4608|Poza Rica|El Tajin National Airport
PBC|MMPB|19.1585|-98.3716|Puebla|Hermanos Serdan International Airport
PBD|VAPR|21.6495|69.6564|Porbandar|Porbandar Airport
PBG|KPBG|44.6509|-73.4681|Plattsburgh|Plattsburgh International Airport
PBH|VQPR|27.4032|89.4246|Paro|Paro International Airport
PBI|KDJT|26.6832|-80.0956|West Palm Beach|President Donald J. Trump International Airport
PBM|SMJP|5.4528|-55.1878|Paramaribo|Johan Adolf Pengel International Airport
PBO|YPBO|-23.1711|117.745|Paraburdoo|Paraburdoo Airport
PBR|MGPB|15.7309|-88.5838|Puerto Barrios|Puerto Barrios Airport
PBU|VYPT|27.3299|97.4263|Putao|Putao Airport
PCL|SPCL|-8.3781|-74.5745|Pucallpa|Cap FAP David Abenzur Rengifo International Airport
PCP|FPPR|1.6612|7.4111|Sao Tome & Principe|Principe Airport
PCR|SKPC|6.1847|-67.4932|Puerto Carreno|German Olano Airport
PDA|SKPD|3.8535|-67.9062|Puerto Inirida|Obando Cesar Gaviria Trujillo Airport
PDG|WIEE|-0.786|100.2804|Padang (Katapiang)|Minangkabau International Airport
PDK|KPDK|33.8763|-84.3021|Atlanta|DeKalb Peachtree Airport
PDL|LPPD|37.7412|-25.6979|Ponta Delgada|Joao Paulo II Airport
PDO|WIPQ|-3.2861|103.88|Talang Gudang-Sumatra Island|Pendopo Airport
PDP|SULS|-34.8551|-55.0943|Punta del Este|Capitan Corbeta CA Curbelo International Airport
PDS|MMPG|28.6279|-100.5352|Piedras Negras|Piedras Negras International Airport
PDT|KPDT|45.6951|-118.841|Pendleton|Eastern Oregon Regional Airport at Pendleton
PDV|LBPD|42.0678|24.8508|Plovdiv|Plovdiv International Airport
PDX|KPDX|45.5887|-122.598|Portland|Portland International Airport
PED|LKPD|50.015|15.7398|Pardubice|Pardubice Airport
PEE|USPP|57.9145|56.0212|Perm|Perm International Airport
PEG|LIRZ|43.0959|12.5132|Perugia (PG)|Perugia San Francesco d'Assisi  Umbria International Airport
PEI|SKPE|4.8127|-75.7395|Pereira|Matecana International Airport
PEK|ZBAA|40.0773|116.5967|Beijing|Beijing Capital International Airport
PEM|SPTU|-12.6136|-69.2286|Puerto Maldonado|Padre Aldamiz International Airport
PEN|WMKP|5.2963|100.2762|Penang|Penang International Airport
PER|YPPH|-31.9403|115.967|Perth|Perth International Airport
PES|ULPB|61.8852|34.1547|Petrozavodsk|Petrozavodsk Airport
PET|SBPK|-31.7172|-52.3278|Pelotas|Joao Simoes Lopes Neto International Airport
PEV|LHPP|45.9889|18.242|Pecs|Pecs-Pogany International Airport
PEW|OPPS|33.9939|71.5146|Peshawar|Bacha Khan International Airport
PEX|UUYP|65.1211|57.1308|Pechora|Pechora Airport
PEZ|UWPP|53.1106|45.0211|Penza|Penza Airport
PFB|SBPF|-28.244|-52.3278|Passo Fundo|Lauro Kurtz Airport
PFO|LCPH|34.718|32.4857|Paphos|Paphos International Airport
PGA|KPGA|36.9242|-111.4477|Page|Page Municipal Airport
PGD|KPGD|26.9202|-81.9905|Punta Gorda|Punta Gorda Airport
PGF|LFMP|42.7404|2.8707|Perpignan/Rivesaltes|Perpignan-Rivesaltes (Llabanere) Airport
PGH|VIPT|29.0334|79.4737|Pantnagar|Pantnagar Airport
PGK|WIKK|-2.1622|106.139|Pangkal Pinang|Depati Amir Airport
PGU|OIBP|27.3796|52.7377|Khiyaroo|Persian Gulf International Airport
PGV|KPGV|35.6355|-77.3843|Greenville|Pitt-Greenville Airport
PGZ|SBPG|-25.1845|-50.1438|Ponta Grossa|Ponta Grossa Airport - Comandante Antonio Amilton Beraldo
PHB|SBPB|-2.8937|-41.732|Parnaiba|Parnaiba - Prefeito Doutor Joao Silva Filho International Airport
PHC|DNPO|5.0155|6.9496|Port Harcourt|Port Harcourt International Airport
PHE|YPPD|-20.3828|118.6298|Port Hedland|Port Hedland International Airport
PHF|KPHF|37.1319|-76.493|Newport News|Newport News Williamsburg International Airport
PHG|DNPM|4.8461|7.0214|Port Harcourt|Port Harcourt City Airport / Port Harcourt Air Force Base
PHH|VNPR|28.1838|84.0147|Pokhara|Pokhara International Airport
PHL|KPHL|39.8719|-75.2411|Philadelphia|Philadelphia International Airport
PHS|VTPP|16.7829|100.279|Phitsanulok|Phitsanulok Airport
PHW|FAPH|-23.9372|31.1554|Phalaborwa|Hendrik Van Eck Airport
PHX|KPHX|33.4353|-112.0059|Phoenix|Phoenix Sky Harbor International Airport
PHY|VTPB|16.676|101.195||Phetchabun Airport
PIA|KPIA|40.6638|-89.6926|Peoria|General Wayne A. Downing Peoria International Airport
PIB|KPIB|31.4671|-89.3371|Moselle|Hattiesburg Laurel Regional Airport
PIE|KPIE|27.9102|-82.6874|Pinellas Park|St. Petersburg Clearwater International Airport
PIH|KPIH|42.9098|-112.596|Pocatello|Pocatello Regional Airport
PIK|EGPK|55.5015|-4.5772|Prestwick, South Ayrshire|Glasgow Prestwick Airport
PIR|KPIR|44.3827|-100.286|Pierre|Pierre Regional Airport
PIS|LFBI|46.5877|0.3067|Poitiers/Biard|Poitiers-Biard Airport
PIT|KPIT|40.4915|-80.2329|Pittsburgh|Pittsburgh International Airport
PIU|SPUR|-5.2058|-80.6164|Piura|PAF Captain Guillermo Concha Iberico International Airport
PIX|LPPI|38.5543|-28.4413|Pico Island|Pico Airport
PIZ|PPIZ|69.7329|-163.005|Point Lay|Point Lay LRRS Airport
PJM|MRPJ|8.5333|-83.3|Puerto Jimenez|Puerto Jimenez Airport
PKB|KPKB|39.3451|-81.4392|Parkersburg (Williamstown)|Mid Ohio Valley Regional Airport
PKC|UHPP|53.1687|158.4511|Petropavlovsk-Kamchatsky|Yelizovo Airport
PKE|YPKS|-33.1314|148.239|Parkes|Parkes Airport
PKR|VNPK|28.2006|83.9812|Pokhara|Pokhara Domestic Airport
PKU|WIBB|0.4586|101.4443|Pekanbaru|Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB
PKV|ULOO|57.7813|28.3938|Pskov|Princess Olga Pskov International Airport
PKX|ZBAD|39.5013|116.414|Beijing|Beijing Daxing International Airport
PKY|WAGG|-2.2271|113.9434|Palangkaraya|Tjilik Riwut Airport
PKZ|VLPS|15.134|105.7799|Pakse|Pakse International Airport
PLJ|MZPL|16.537|-88.3615|Placencia|Placencia Airport
PLM|WIPP|-2.8977|104.6981|Palembang|Sultan Mahmud Badaruddin II Airport
PLN|KPLN|45.5709|-84.7967|Pellston|Pellston Regional Airport of Emmet County Airport
PLO|YPLC|-34.6053|135.88|Port Lincoln|Port Lincoln Airport
PLQ|EYPA|55.9732|21.0939|Palanga|Palanga International Airport
PLS|MBPV|21.7737|-72.2683|Providenciales|Providenciales International Airport
PLW|WAFF|-0.9165|119.9086|Palu|Mutiara - SIS Al-Jufrie Airport
PLX|UASS|50.3513|80.2344|Semey|Semei International Airport
PLZ|FAPE|-33.9897|25.6174|Gqeberha (Port Elizabeth)|Chief Dawid Stuurman International Airport
PMC|SCTE|-41.4431|-73.0941|Puerto Montt|El Tepual International Airport
PMF|LIMP|44.8264|10.2971|Parma (PR)|Parma Airport
PMG|SBPP|-22.5496|-55.7026|Ponta Pora|Ponta Pora Airport
PMI|LEPA|39.5517|2.7388|Palma de Mallorca|Palma de Mallorca Airport
PMO|LICJ|38.176|13.091|Palermo|FalconeBorsellino Airport
PMQ|SAWP|-46.5379|-70.9787|Perito Moreno|Perito Moreno Jalil Hamer Airport
PMR|NZPM|-40.3206|175.617|Palmerston North|Palmerston North Airport
PMV|SVMG|10.9126|-63.9666|Isla Margarita|Del Caribe Santiago Marino International Airport
PMW|SBPJ|-10.2915|-48.357|Palmas|Brigadeiro Lysias Rodrigues Airport
PMY|SAVY|-42.7592|-65.1027|Puerto Madryn|El Tehuelche Airport
PNA|LEPP|42.77|-1.6463|Pamplona|Pamplona Airport
PNI|PTPN|6.9851|158.2099|Pohnpei Island|Pohnpei International Airport
PNK|WIOO|-0.1523|109.4045|Pontianak|Supadio International Airport
PNL|LICG|36.8165|11.9689|Pantelleria (TP)|Pantelleria Airport
PNP|AYGR|-8.8045|148.309|Popondetta|Girua Airport
PNQ|VAPO|18.5821|73.9197|Pune|Pune International Airport
PNR|FCPP|-4.816|11.8866|Pointe Noire|Antonio Agostinho-Neto International Airport
PNS|KPNS|30.4727|-87.1866|Pensacola|Pensacola International Airport
PNT|SCNT|-51.6707|-72.5291|Puerto Natales|Lieutenant Julio Gallardo Airport
PNY|VOPC|11.968|79.812|Puducherry (Pondicherry)|Pondicherry Airport
PNZ|SBPL|-9.3624|-40.5691|Petrolina|Senador Nilo Coelho Airport
POA|SBPA|-29.994|-51.1675|Porto Alegre|Porto Alegre-Salgado Filho International Airport
POG|FOOG|-0.7117|8.7544|Port Gentil|Port Gentil International Airport
POL|FQPB|-12.9933|40.5249|Pemba|Pemba Airport
POM|AYPY|-9.4434|147.22|Port Moresby|Port Moresby Jacksons International Airport
POP|MDPP|19.7579|-70.57|Puerto Plata|Gregorio Luperon International Airport
POR|EFPO|61.4617|21.8|Pori|Pori Airport
POS|TTPP|10.5953|-61.3376|Port of Spain|Piarco International Airport
POZ|EPPO|52.4216|16.8234|Poznan|Poznan-awica Airport
PPB|SBDN|-22.1751|-51.4246|Presidente Prudente|Presidente Prudente Airport
PPG|NSTU|-14.331|-170.71|Pago Pago|Pago Pago International Airport
PPK|UACP|54.7756|69.1874|Petropavl|Petropavl International Airport
PPN|SKPP|2.4544|-76.6093|Popayan|Guillermo Leon Valencia Airport
PPP|YBPN|-20.4944|148.5536|Proserpine|Proserpine Whitsunday Coast Airport
PPS|RPVP|9.742|118.7591|Puerto Princesa|Puerto Princesa International Airport / PAF Antonio Bautista Air Base
PPT|NTAA|-17.5535|-149.6069|Papeete|Fa'a'a International Airport
PQC|VVPQ|10.1698|103.9935|Phu Quoc Island|Phu Quoc International Airport
PQI|KPQI|46.689|-68.0448|Presque Isle|Presque Isle International Airport
PQQ|YPMQ|-31.4358|152.863|Port Macquarie|Port Macquarie Airport
PRA|SAAP|-31.7948|-60.4804|Parana|General Urquiza Airport
PRC|KPRC|34.6535|-112.4199|Prescott|Prescott Regional Airport - Ernest A. Love Field
PRG|LKPR|50.1009|14.2599|Prague|Vaclav Havel Airport Prague
PRI|FSPP|-4.3193|55.6916|Praslin Island|Praslin Island Airport
PRM|LPPM|37.1493|-8.584|Portimao|Portimao Airport
PRN|BKPR|42.5728|21.0358|Prishtina|Pristina Adem Jashari International Airport
PSA|LIRP|43.6839|10.3927|Pisa (PI)|Pisa International Airport
PSC|KPSC|46.2647|-119.119|Pasco|Tri Cities Airport
PSD|HEPS|31.2793|32.2406|Port Said|Port Said International Airport
PSE|TJPS|18.0083|-66.563|Ponce|Mercedita International Airport
PSG|PAPG|56.8017|-132.945|Petersburg|Petersburg James A Johnson Airport
PSM|KPSM|43.0779|-70.8233|Portsmouth|Portsmouth International Airport at Pease
PSO|SKPS|1.3967|-77.2909|Chachagui|Antonio Narino Airport
PSP|KPSP|33.8297|-116.507|Palm Springs|Palm Springs International Airport
PSR|LIBP|42.4311|14.183|Pescara|Abruzzo Airport
PSS|SARP|-27.3858|-55.9707|Posadas|Libertador Gral D Jose De San Martin Airport
PSU|WIOP|0.8346|112.9402|Putussibau-Borneo Island|Pangsuma Airport
PSZ|SLPS|-18.9753|-57.8206|Puerto Suarez|Capitan Av. Salvador Ogaya G. airport
PTG|FAPP|-23.8453|29.4586|Polokwane|Polokwane International Airport
PTH|PAPH|56.9579|-158.6302|Port Heiden|Port Heiden Airport
PTJ|YPOD|-38.3181|141.471||Portland Airport
PTP|TFFR|16.2654|-61.5328|Pointe-a-Pitre|Maryse Conde International Airport
PTU|PAPM|59.0177|-161.8279|Platinum|Platinum Airport
PTY|MPTO|9.0714|-79.3835|Tocumen|Tocumen International Airport
PUB|KPUB|38.2891|-104.497|Pueblo|Pueblo Memorial Airport
PUD|SAWD|-47.7353|-65.9041|Puerto Deseado|Puerto Deseado Airport
PUF|LFBP|43.38|-0.4186|Pau/Pyrenees (Uzein)|Pau Pyrenees Airport
PUG|YPAG|-32.5069|137.717||Port Augusta Airport
PUJ|MDPC|18.5671|-68.3646|Punta Cana|Punta Cana International Airport
PUQ|SCCI|-53.0026|-70.8546|Punta Arenas|President Carlos Ibanez International Airport
PUS|RKPK|35.1795|128.938|Busan|Gimhae International Airport
PUU|SKAS|0.5052|-76.5008|Puerto Asis|Tres De Mayo Airport
PUW|KPUW|46.7416|-117.1116|Pullman|Pullman-Moscow Regional Airport
PUY|LDPL|44.8935|13.9222|Pula|Pula Airport
PUZ|MNPC|14.0472|-83.3867|Puerto Cabezas|Puerto Cabezas Airport
PVA|SKPV|13.3575|-81.358|Providencia|El Embrujo Airport
PVD|KPVD|41.725|-71.4257|Providence/Warwick|Rhode Island T. F. Green International Airport
PVG|ZSPD|31.1434|121.805|Shanghai (Pudong)|Shanghai Pudong International Airport
PVH|SBPV|-8.7085|-63.9023|Porto Velho|Governador Jorge Teixeira de Oliveira International Airport
PVK|LGPZ|38.9255|20.7653|Preveza|Aktion National Airport
PVR|MMPR|20.6799|-105.2544|Puerto Vallarta|Puerto Vallarta International Airport
PVU|KPVU|40.2189|-111.7224|Provo|Provo Municipal Airport
PWE|UHMP|69.7833|170.597|Apapelgino|Pevek Airport
PWM|KPWM|43.6462|-70.3093|Portland|Portland International Jetport
PWQ|UASP|52.195|77.0731|Pavlodar|Pavlodar International Airport
PXM|MMPS|15.8768|-97.0891|Puerto Escondido|Puerto Escondido International Airport
PXO|LPPS|33.0734|-16.35|Vila Baleira|Porto Santo Airport
PXR|VTUJ|14.8683|103.498|Surin|Surin Airport
PXU|VVPK|14.0045|108.017|Pleiku|Pleiku Airport
PYJ|UERP|66.4004|112.03|Yakutia|Polyarny Airport
PYK|OIIP|35.7761|50.8267|Karaj|Payam International Airport
PZB|FAPM|-29.649|30.3987|Pietermaritzburg|Pietermaritzburg Airport
PZH|OPZB|31.3584|69.4636|Fort Sandeman|Zhob Airport
PZI|ZUZH|26.54|101.7985|Panzhihua (Renhe)|Panzhihua Bao'anying Airport
PZO|SVPR|8.2885|-62.7604|Guyana City|General Manuel Carlos Piar International Airport
PZU|HSPN|19.4346|37.2341|Port Sudan|Port Sudan New International Airport
QBC|CYBD|52.3875|-126.596|Bella Coola|Bella Coola Airport
QOW|DNIM|5.4271|7.206|Owerri|Sam Mbakwe International Cargo Airport
QRO|MMQT|20.6188|-100.1864|Queretaro|Queretaro Intercontinental Airport
QRW|DNSU|5.5982|5.8187|Okpe|Warri Airport
QSF|DAAS|36.1785|5.3299|Setif|Ain Arnat Airport
QSR|LIRI|40.6204|14.9113|Salerno|Salerno Costa d'Amalfi Airport
QSZ|ZWSC|38.2454|77.0561|Shache|Shache Airport
QUO|DNAI|4.8725|8.093|Uyo|Akwa Ibom International Airport
RAB|AYTK|-4.3405|152.38|Kokopo|Tokua Airport
RAE|OERR|30.9066|41.1382|Arar|Arar Domestic Airport
RAH|OERF|29.6264|43.4906|Rafha|Rafha Domestic Airport
RAI|GVNP|14.9411|-23.4847|Praia|Nelson Mandela International Airport
RAK|GMMX|31.6048|-8.0358|Marrakesh|Marrakesh Menara Airport
RAO|SBRP|-21.1343|-47.7741|Ribeirao Preto|Leite Lopes Airport
RAP|KRAP|44.0453|-103.057|Rapid City|Rapid City Regional Airport
RAR|NCRG|-21.2027|-159.806|Avarua|Rarotonga International Airport
RAS|OIGG|37.3233|49.6178|Rasht|Sardar-e-Jangal Airport
RBA|GMME|34.0515|-6.7515|Rabat|Rabat-Sale Airport
RBR|SBRB|-9.869|-67.894|Rio Branco|Rio Branco-Placido de Castro International Airport
RBY|PARY|64.7272|-155.47|Ruby|Ruby Airport
RCB|FARB|-28.741|32.0921|Richards Bay|Richards Bay Airport
RCH|SKRH|11.5262|-72.926|Riohacha|Almirante Padilla Airport
RDD|KRDD|40.509|-122.293|Redding|Redding Municipal Airport
RDM|KRDM|44.2541|-121.15|Redmond|Roberts Field
RDO|EPRA|51.3894|21.2147|Radom|Warsaw Radom Airport
RDP|VEDG|23.6225|87.243|Durgapur|Kazi Nazrul Islam Airport
RDU|KRDU|35.8787|-78.7873|Raleigh/Durham|Raleigh-Durham International Airport
RDZ|LFCR|44.4079|2.4827|Rodez/Marcillac|RodezAveyron Airport
REC|SBRF|-8.1275|-34.923|Recife|Recife/Guararapes - Gilberto Freyre International Airport
REG|LICR|38.0712|15.6516|Reggio Calabria|Reggio Calabria Airport
REL|SAVT|-43.2105|-65.2703|Rawson|Almirante Marco Andres Zar Airport
REN|UWOO|51.7927|55.4572|Orenburg|Orenburg Central Airport
RER|MGRT|14.5214|-91.697|Retalhuleu|Retalhuleu Airport
RES|SARE|-27.4499|-59.0561|Resistencia|Resistencia International Airport
REU|LERS|41.1475|1.1684|Reus|Reus Airport
REW|VERW|24.5034|81.2203|Rewa|Rewa Airport, Chorhata, REWA
REX|MMRX|26.0089|-98.2285|Reynosa|General Lucio Blanco International Airport
RFD|KRFD|42.1954|-89.0972|Chicago/Rockford|Chicago Rockford International Airport
RFP|NTTR|-16.7229|-151.466|Uturoa|Raiatea Airport
RGA|SAWE|-53.7777|-67.7494|Rio Grande|Gobernador Ramon Trejo Noel International Airport
RGI|NTTG|-14.9543|-147.661||Rangiroa Airport
RGL|SAWG|-51.6088|-69.3089|Rio Gallegos|Piloto Civil Norberto Fernandez International Airport
RGN|VYYY|16.9073|96.1332|Yangon|Yangon International Airport
RGO|ZKHM|41.4285|129.6476|Hoemun-ri|Orang (Chongjin) Airport
RHD|SANR|-27.4966|-64.936|Termas de Rio Hondo|Termas de Rio Hondo international Airport
RHI|KRHI|45.6312|-89.4675|Rhinelander|Rhinelander Oneida County Airport
RHO|LGRP|36.4054|28.0862|Rhodes|Rhodes International Airport "Diagoras"
RIA|SBSM|-29.7114|-53.6882|Santa Maria|Santa Maria Airport
RIB|SLRI|-11.0094|-66.0755|Riberalta|Capitan Av. Selin Zeitun Lopez Airport
RIC|KRIC|37.5052|-77.3197|Richmond|Richmond International Airport
RIS|RJER|45.242|141.186|Rishiri|Rishiri Airport
RIW|KRIW|43.0642|-108.46|Riverton|Central Wyoming Regional Airport
RIX|EVRA|56.9208|23.9707|Riga|Riga International Airport
RIY|OYRN|14.6622|49.3753|Mukalla(Riyan)|Riyan International Airport
RIZ|ZSRZ|35.405|119.3244|Rizhao (Donggang)|Rizhao Shanzihe Airport
RJA|VORY|17.1058|81.8132|Madhurapudi|Rajahmundry Airport
RJH|VGRJ|24.4372|88.6165|Rajshahi|Shah Makhdum Airport
RJK|LDRI|45.2164|14.5709|Rijeka(Omisalj)|Rijeka Airport
RJN|OIKR|30.2983|56.049|Rafsanjan|Rafsanjan Airport
RKD|KRKD|44.0601|-69.0992|Rockland|Knox County Regional Airport
RKE|EKRK|55.5856|12.1314|Roskilde|Copenhagen Roskilde Airport
RKS|KRKS|41.5942|-109.065|Rock Springs|Southwest Wyoming Regional Airport
RKT|OMRK|25.6135|55.9388|Ras Al Khaimah|Ras Al Khaimah International Airport
RKV|BIRK|64.1287|-21.9376|Reykjavik|Reykjavik Domestic Airport
RKZ|ZURK|29.3509|89.2992|Xigaze (Samzhubze)|Xigaze Peace Airport / Shigatse Air Base
RLG|ETNL|53.9182|12.2783|Laage|Rostock-Laage Airport
RLK|ZBYZ|40.9264|107.7409|Bayannur|Bayannur Tianjitai Airport
RMA|YROM|-26.545|148.775|Roma|Roma Airport
RMF|HEMA|25.5555|34.5924|Marsa Alam|Marsa Alam International Airport
RMI|LIPR|44.02|12.6122|Rimini (RN)|Federico Fellini International Airport
RML|VCCC|6.8216|79.8859|Colombo|Colombo Ratmalana International Airport
RMO|LUKK|46.9277|28.9317|Chisinau|Chisinau International Airport
RMQ|RCMQ|24.2647|120.621|Taichung (Qingshui)|Taichung International Airport / Ching Chuang Kang Air Base
RMU|LEMI|37.8029|-1.1249|Corvera|Region of Murcia International Airport
RMZ|USTJ|58.0597|68.348|Tobolsk|Tobolsk Remezov Airport
RNB|ESDF|56.2667|15.265|Ronneby|Ronneby Airport
RNJ|RORY|27.0438|128.4016|Yoron|Yoron Airport
RNN|EKRN|55.0633|14.7596|Rnne|Bornholm Airport
RNO|KRNO|39.4991|-119.768|Reno|Reno Tahoe International Airport
RNS|LFRN|48.0695|-1.7348|Saint-Jacques-de-la-Lande, Ille-et-Vilaine|Rennes-Saint-Jacques Airport
ROA|KROA|37.3255|-79.9754|Roanoke|RoanokeBlacksburg Regional Airport
ROB|GLRB|6.2338|-10.3623|Monrovia|Roberts International Airport
ROC|KROC|43.1189|-77.6724|Rochester|Frederick Douglass Greater Rochester International Airport
ROI|VTUV|16.1168|103.774|Roi Et|Roi Et Airport
ROK|YBRK|-23.38|150.4754|Rockhampton|Rockhampton Airport
ROO|SBRD|-16.5843|-54.7248|Rondonopolis|Maestro Marinho Franco Airport
ROP|PGRO|14.1733|145.2411|Rota Island|Rota International Airport
ROR|PTRO|7.367|134.5441|Babelthuap Island|Roman Tmetuchl International Airport
ROS|SAAR|-32.9036|-60.785|Rosario|Rosario Islas Malvinas International Airport
ROT|NZRO|-38.1092|176.317|Rotorua|Rotorua Regional Airport
ROV|URRP|47.4939|39.9247|Rostov-on-Don|Platov International Airport
ROW|KROW|33.3016|-104.531|Roswell|Roswell Air Center Airport
RPR|VERP|21.1804|81.7388|Raipur|Swami Vivekananda Airport
RQA|ZWRQ|38.9747|88.0083|Ruoqiang Town|Ruoqiang Loulan Airport
RRG|FIMR|-19.7567|63.3593|Port Mathurin|Sir Charles Gaetan Duval Airport
RRJ|SBJR|-22.9868|-43.3722|Rio de Janeiro|Jacarepagua - Roberto Marinho Airport
RRS|ENRO|62.5784|11.3423|Rros|Rros Airport
RSA|SAZR|-36.5883|-64.2757|Santa Rosa|Santa Rosa Airport
RSD|MYER|24.8916|-76.1776|Rock Sound|Rock Sound International Airport
RSI|OERS|25.628|37.0889|Hanak|Red Sea International Airport
RST|KRST|43.9083|-92.5|Rochester|Rochester International Airport
RSU|RKJY|34.8423|127.617|Yeosu|Yeosu Airport
RSW|KRSW|26.5347|-81.7528|Fort Myers|Southwest Florida International Airport
RTB|MHRO|16.3168|-86.523|Coxen Hole|Juan Manuel Galvez International Airport
RTM|EHRD|51.9569|4.4372|Rotterdam|Rotterdam The Hague Airport
RUA|HUAR|3.0492|30.9117|Arua|Arua Airport
RUH|OERK|24.9576|46.6988|Riyadh|King Khalid International Airport
